county,population,asthma,smoking
Kusilvak AK,8303,16.1,45.7
Oglala Lakota SD,14309,15,41.8
Todd SD,10283,14.8,40.9
Buffalo SD,2036,14.1,38.2
Sioux ND,4358,14.2,36.6
Bethel AK,18216,14.6,35.8
Northwest Arctic AK,7671,13.5,34.9
Nome AK,10008,13.1,34.8
Corson SD,4165,13.1,34.2
Ziebach SD,2742,13.1,33.7
Clay KY,20105,12.6,33.6
East Carroll LA,7037,12.2,33.6
Glacier MT,13747,13.2,33.4
McCreary KY,17408,12.1,33.2
Rolette ND,14301,13.6,32.9
McDowell WV,18223,13.1,32.7
Mingo WV,23785,12.4,32.6
Menominee WI,4658,13.2,32.5
Wolfe KY,7177,12.8,32.2
Yukon-Koyukuk AK,5327,13.1,32.1
Dewey SD,5904,13,31.8
Mellette SD,2042,12.5,31.7
Bell KY,26569,12.8,31.5
Lee KY,7033,12.4,31.3
Benson ND,6962,12.3,31.3
Harlan KY,26409,12.7,31.2
Adair OK,22082,13.4,31.1
Roosevelt MT,11059,12.9,31.1
Bennett SD,3468,12.5,31
Dillingham AK,5000,13.1,30.7
Breathitt KY,12726,12.5,30.7
Lake TN,7411,10.9,30.7
Vinton OH,13139,10.7,30.2
Madison LA,11161,11.7,30.1
Lake and Peninsula AK,1587,12.6,30
Jackson SD,3307,12.6,29.9
Owsley KY,4472,11.9,29.9
Issaquena MS,1308,11.6,29.9
Morgan TN,21579,11,29.9
Estill KY,14198,11.9,29.8
Clay WV,8632,12.2,29.7
Knox KY,31304,12.3,29.5
Lawrence KY,15571,12,29.5
Tensas LA,4462,11.7,29.5
Lincoln WV,20599,12.2,29.4
Leslie KY,10143,12.1,29.4
Elliott KY,7508,11.3,29.4
Scott TN,22039,11.3,29.4
Magoffin KY,12362,12.1,29.3
Jackson KY,13442,11.9,29.3
Union FL,14940,9.4,29.3
Wilkinson MS,8792,11.8,29.2
Morgan KY,13345,11.5,29.2
Martin KY,11323,11.3,29.2
Robeson NC,131831,12.8,29.1
Hancock TN,6549,11.4,29.1
Adams OH,27724,10.8,29.1
Letcher KY,21899,12.2,29
Lauderdale TN,25825,11.7,29
Union TN,19688,11.3,29
Lewis KY,13257,11.8,28.9
Hardeman TN,25220,11.6,28.9
Perry TN,8064,11.5,28.9
Cocke TN,35774,11.5,28.9
Grundy TN,13346,11.5,28.9
Evangeline LA,33443,10.7,28.9
Dixie FL,16700,9.8,28.9
Webster WV,8285,12.1,28.8
Perry KY,26092,11.8,28.6
Big Horn MT,13338,12.9,28.5
Clinton KY,10206,12,28.5
Roane WV,13932,12,28.5
Mississippi MO,13336,11.3,28.5
Macon TN,24265,11.2,28.4
LaGrange IN,39330,11.1,28.4
Wayne MO,13122,11,28.4
Fentress TN,18217,11.3,28.3
Van Buren TN,5765,11.2,28.3
Scioto OH,75502,10.8,28.3
Logan WV,32607,12.2,28.2
Pike KY,58402,11.8,28.2
Washington FL,24880,10,28.2
Nicholas KY,7166,11.8,28.1
Clay TN,7717,11.3,28.1
Holmes OH,43892,10.9,28.1
Holmes MS,17622,12.8,28
Mahnomen MN,5519,11.4,28
Dunklin MO,29423,11.3,28
Jefferson MS,7106,12.5,27.9
Floyd KY,35845,12.3,27.9
Bledsoe TN,14755,10.7,27.9
Humphreys MS,8257,12.6,27.8
Knott KY,15126,12.2,27.8
Wyoming WV,20786,12,27.8
Okfuskee OK,12098,11.9,27.8
Campbell TN,39583,11.3,27.8
Tallahatchie MS,13987,11.1,27.8
Johnson TN,17778,10.8,27.8
Bath KY,12383,11.5,27.7
Benton TN,16184,11.2,27.7
Lee AR,8985,11.1,27.7
Wayne TN,16558,10.5,27.6
Wirt WV,5830,11.8,27.5
Metcalfe KY,10030,11.8,27.5
Braxton WV,14089,11.6,27.5
Warren TN,40878,11.2,27.5
Overton TN,22068,10.9,27.5
Washington MO,24943,10.8,27.5
Buchanan VA,21221,10.7,27.5
Washington LA,46582,10.5,27.5
Trousdale TN,11012,10.3,27.5
Caldwell LA,9960,10.1,27.5
Grayson KY,26321,11.5,27.4
Fayette WV,43018,11.3,27.4
McNairy TN,25832,11.1,27.4
Concordia LA,19572,10.7,27.4
Avoyelles LA,40462,10.4,27.4
Perry OH,36033,10.2,27.4
McKinley NM,72290,14.6,27.3
Quitman MS,7051,12.7,27.3
Wayne WV,39944,12.3,27.3
Fulton KY,6120,12.3,27.3
Sequoyah OK,41179,12.2,27.3
Pemiscot MO,16272,11.8,27.3
Hart KY,18906,11.7,27.3
Clinch GA,6648,11.6,27.3
Ripley MO,13401,11,27.3
Casey KY,15888,11.8,27.2
Jackson AR,16811,11,27.2
Jackson TN,11758,11,27.2
Holmes FL,19477,10.2,27.2
New Madrid MO,17296,11.2,27.1
Henderson TN,27847,11.2,27.1
Houston TN,8263,11.1,27.1
Crawford IN,10558,11,27.1
St. Francis AR,25439,10.8,27.1
Claiborne LA,15944,10.4,27.1
Boone WV,21951,11.9,27
Wright MO,18378,10.9,27
Calhoun GA,6352,10.9,27
McDonald MO,23078,10.7,27
St. Landry LA,82764,10.6,27
Liberty FL,8457,9.1,27
Choctaw OK,14668,12.1,26.9
Lincoln KY,24644,11.6,26.9
Montgomery KY,28203,11.4,26.9
Fleming KY,14432,11.4,26.9
Carroll KY,10737,11.3,26.9
Grainger TN,23145,11,26.9
Shannon MO,8189,10.8,26.9
Meigs OH,23106,10.6,26.9
Calhoun WV,7254,11.7,26.8
Monroe KY,10718,11.5,26.8
Allen KY,21122,11.3,26.8
Neshoba MS,29125,11.3,26.8
Butler KY,12772,11.2,26.8
Fayette IN,23047,10.7,26.8
North Slope AK,9872,10.2,26.8
Acadia LA,62190,10.1,26.8
Barren KY,44176,11.5,26.7
Scott IN,23878,10.8,26.7
Dickenson VA,14523,10.5,26.7
Lincoln AR,13383,9.9,26.7
Bradford FL,27732,9.6,26.7
Carter KY,27004,11.8,26.6
Hampshire WV,23347,11.6,26.6
Webster KY,13111,11.4,26.6
Hughes OK,13335,11.4,26.6
Gallatin KY,8832,11.1,26.6
Switzerland IN,10717,10.8,26.6
Pike OH,28067,10.4,26.6
Blaine MT,6807,12,26.5
Wayne KY,20468,11.7,26.5
Powell KY,12442,11.4,26.5
Mason WV,26718,11.4,26.5
White TN,27107,11.1,26.5
Hawkins TN,56530,10.8,26.5
Greensville VA,11627,10.5,26.5
Franklin LA,20156,10.5,26.5
Jackson OH,32384,10.4,26.5
Fayette OH,28666,10.2,26.5
Assumption LA,22300,10.2,26.5
Wheeler GA,7879,9.9,26.5
St. Bernard LA,46721,9.8,26.5
Lafayette FL,8732,9.5,26.5
Desha AR,11512,11.7,26.4
Mississippi AR,41239,11.6,26.4
Sunflower MS,25735,11.5,26.4
Le Flore OK,49980,11.2,26.4
Hardin TN,25776,10.9,26.4
Lawrence TN,43734,10.9,26.4
Claiborne TN,31756,10.9,26.4
Poinsett AR,23974,10.7,26.4
Richland LA,20192,10.7,26.4
Hickman TN,25063,10.7,26.4
Lee VA,23541,10.3,26.4
West Carroll LA,10982,10,26.4
Hamilton FL,14310,10,26.4
Allen LA,25605,9.6,26.4
Marion KY,19404,11.4,26.3
Prince of Wales-Hyder AK,6422,11.3,26.3
Rhea TN,33044,11,26.3
Scotland MO,4966,10.8,26.3
Morehouse LA,25398,10.8,26.3
Bienville LA,13308,10.7,26.3
Morgan OH,14604,10.7,26.3
Cannon TN,14462,10.6,26.3
Madison FL,18529,10.2,26.3
LaSalle LA,14917,9.8,26.3
Whitley KY,36242,11.7,26.2
Lake MI,11881,11.7,26.2
Rockcastle KY,16750,11.5,26.2
Nicholas WV,24842,11.5,26.2
Menifee KY,6451,11.4,26.2
Crockett TN,14328,11.1,26.2
Carter TN,56351,11.1,26.2
Ohio KY,24087,11.1,26.2
Jay IN,20764,10.8,26.2
Scott AR,10319,10.6,26.2
Ashtabula OH,97493,10.1,26.2
Catahoula LA,9608,10,26.2
Sharkey MS,4377,12.3,26.1
Leflore MS,28919,12,26.1
Thurston NE,7303,11.6,26.1
Ottawa OK,31175,11.6,26.1
Scott MS,28287,11,26.1
Smith TN,19942,10.8,26.1
Highland OH,43058,10.7,26.1
Terrebonne LA,111021,10.1,26.1
Grant LA,22482,9.4,26.1
Swain NC,14245,11.5,26
Green KY,11049,11.4,26
Upshur WV,24415,11.4,26
Lewis WV,16024,11.3,26
Monroe TN,46357,11.1,26
Daviess IN,33147,11,26
Obion TN,30267,11,26
Miami IN,35567,10.5,26
McCurtain OK,32703,11.9,25.9
Summers WV,12760,11.8,25.9
Laurel KY,60669,11.6,25.9
Monroe AR,6900,11.5,25.9
Pickett TN,5082,10.9,25.9
Lewis TN,12086,10.9,25.9
Marion TN,28575,10.9,25.9
Raleigh WV,74254,10.8,25.9
Meigs TN,12306,10.7,25.9
Lawrence OH,59866,10.7,25.9
Bedford TN,49038,10.7,25.9
Yazoo MS,28248,10.6,25.9
Scotland NC,34810,11.6,25.8
Dillon SC,30599,11.4,25.8
Randolph WV,28823,11.4,25.8
Ritchie WV,9721,11.4,25.8
Hamblen TN,64569,10.9,25.8
Crawford MO,23957,10.8,25.8
Jennings IN,27611,10.6,25.8
Ross OH,76931,10.5,25.8
Coshocton OH,36629,10.4,25.8
Jackson LA,15902,10.1,25.8
Columbiana OH,102665,10,25.8
Haywood TN,17335,11.9,25.7
Marion MS,24715,11.1,25.7
Leake MS,22763,11.1,25.7
Brantley GA,18897,10.6,25.7
Douglas MO,13373,10.6,25.7
Clay AR,14847,10.3,25.7
Randolph AR,17948,10.3,25.7
Russell KY,17821,11.5,25.6
Cumberland KY,6659,11.4,25.6
Carlisle KY,4771,11.2,25.6
Johnson KY,22386,11.2,25.6
Larue KY,14307,11.2,25.6
Greene TN,69087,10.9,25.6
Grant KY,25121,10.9,25.6
Orange IN,19489,10.8,25.6
Starke IN,22935,10.7,25.6
Ozark MO,9017,10.6,25.6
Bollinger MO,12169,10.4,25.6
Taylor FL,21623,9.8,25.6
Haskell OK,12668,11.5,25.5
Craig OK,14306,11.5,25.5
Edmonson KY,12274,11.3,25.5
Dyer TN,37320,10.9,25.5
Pleasants WV,7507,10.8,25.5
Butler MO,42639,10.7,25.5
Oregon MO,10541,10.6,25.5
Morgan MO,20358,10.6,25.5
Sharp AR,17366,10.5,25.5
Webster LA,38798,10.4,25.5
Guernsey OH,39022,10.2,25.5
Winn LA,14134,9.9,25.5
Phillips AR,18029,12,25.4
Todd KY,12311,11.3,25.4
Monroe WV,13280,11.1,25.4
Pittsburg OK,43877,10.9,25.4
Breckinridge KY,20388,10.8,25.4
Owen IN,20845,10.7,25.4
Atkinson GA,8297,10.7,25.4
Marion OH,65256,10.2,25.4
Putnam FL,74163,10.1,25.4
Mayes OK,41107,11.7,25.3
Adair KY,19215,11.5,25.3
Trimble KY,8515,11,25.3
Benton MS,8271,10.9,25.3
Polk TN,16898,10.9,25.3
Gilmer WV,8026,10.8,25.3
Decatur TN,11706,10.7,25.3
Reynolds MO,6254,10.5,25.3
Red River LA,8477,10.5,25.3
Newton IN,14011,10.5,25.3
Wise VA,38012,10.3,25.3
Telfair GA,15876,10.2,25.3
East Feliciana LA,19305,10,25.3
St. Martin LA,53621,9.8,25.3
Coal OK,5520,11.6,25.2
Wetzel WV,15270,11.3,25.2
Hardy WV,13775,11.2,25.2
St. Helena LA,10262,10.8,25.2
Jackson WV,28706,10.8,25.2
Lincoln TN,34117,10.8,25.2
Gallia OH,29979,10.6,25.2
Fulton AR,12269,10.5,25.2
Humphreys TN,18486,10.5,25.2
Sullivan IN,20690,10.3,25.2
De Soto LA,27436,10.2,25.2
Harrison OH,15174,10.2,25.2
Trumbull OH,198627,10.1,25.2
Hocking OH,28385,9.7,25.2
Baker FL,28355,9.3,25.2
Alexander IL,6060,11.6,25.1
Atoka OK,13838,11.1,25.1
Kalkaska MI,17824,10.9,25.1
Garvin OK,27811,10.9,25.1
Bracken KY,8239,10.9,25.1
Pendleton KY,14529,10.9,25.1
Washington IN,27943,10.6,25.1
Jackson IN,44111,10.4,25.1
St. Francois MO,66692,10,25.1
Huron OH,58504,10,25.1
Lowndes AL,9974,12.6,25
Muskogee OK,68362,11.6,25
Barbour WV,16535,11.6,25
Grant WV,11626,11.3,25
Robertson KY,2135,11.3,25
Owen KY,10880,11,25
Gibson TN,49045,10.9,25
Henry TN,32358,10.7,25
Iron MO,10177,10.5,25
Tyrrell NC,4131,10.5,25
Searcy AR,7958,10.3,25
Franklin AR,17810,10.2,25
Webster MO,39109,10.2,25
Seminole OK,24578,11.7,24.9
Pushmataha OK,11179,11.4,24.9
Hancock GA,8348,11.3,24.9
Pendleton WV,6997,11.2,24.9
Pocahontas WV,8414,11.1,24.9
Galax VA,6423,10.7,24.9
DeKalb TN,20138,10.6,24.9
Rush IN,16663,10.6,24.9
Dent MO,15441,10.5,24.9
LaPorte IN,110007,10.4,24.9
St. Mary LA,49774,10.2,24.9
Monroe OH,13790,9.9,24.9
Cherokee OK,48675,12.2,24.8
Emporia VA,5121,11.8,24.8
Muhlenberg KY,30774,11.3,24.8
Pike MS,39563,11.1,24.8
Henry KY,16106,11.1,24.8
Allendale SC,8903,11.1,24.8
Christian KY,71671,11,24.8
Columbus NC,55655,10.9,24.8
Natchitoches LA,38659,10.7,24.8
Adams IN,35636,10.6,24.8
Texas MO,25571,10.6,24.8
Unicoi TN,17761,10.6,24.8
Marshall TN,33683,10.5,24.8
Lafourche LA,98115,9.7,24.8
Calhoun FL,14587,9.4,24.8
Livingston LA,139567,9.1,24.8
Greene AL,8233,12.9,24.7
Cibola NM,26746,12.2,24.7
Noxubee MS,10535,11.8,24.7
Okmulgee OK,38335,11.5,24.7
Clare MI,30757,11.4,24.7
Osceola MI,23341,11.1,24.7
Richmond NC,44887,11.1,24.7
Crittenden KY,8915,11,24.7
Montcalm MI,63968,11,24.7
Marshall WV,30785,10.9,24.7
Taylor WV,16862,10.9,24.7
Jenkins GA,8683,10.8,24.7
Candler GA,10836,10.8,24.7
Parke IN,16927,10.8,24.7
McMinn TN,53285,10.8,24.7
Sequatchie TN,14876,10.6,24.7
Greene NC,21012,10.6,24.7
Dickson TN,53446,10.6,24.7
Tipton TN,61581,10.6,24.7
Chattooga GA,24790,10.5,24.7
Tippah MS,21995,10.4,24.7
Dallas MO,16762,10.3,24.7
Iberia LA,70941,10.2,24.7
Jefferson OH,65767,10.1,24.7
Montgomery MO,11534,10.1,24.7
Jackson FL,48305,9.7,24.7
DeSoto FL,37489,9.4,24.7
Perry AL,9140,12.8,24.6
Bolivar MS,31333,11.7,24.6
Marlboro SC,26398,11.2,24.6
Escambia AL,36748,11.2,24.6
Chicot AR,10438,11.2,24.6
Macon GA,13143,11.1,24.6
Madison IN,129641,11,24.6
Simpson MS,26758,10.8,24.6
Prentiss MS,25315,10.5,24.6
Scott MO,38458,10.5,24.6
Stone AR,12457,10.4,24.6
Berrien GA,19252,10.4,24.6
Clark OH,134585,10.4,24.6
Madison AR,16481,10.3,24.6
Johnson AR,26742,10.2,24.6
Okeechobee FL,41537,9.7,24.6
DeKalb MO,12630,9.3,24.6
Franklin FL,11736,9.3,24.6
Claiborne MS,9002,12.5,24.5
Clay GA,2887,11.8,24.5
Barbour AL,24881,11.6,24.5
Hickman KY,4421,11.6,24.5
Halifax NC,50574,11.5,24.5
McIntosh OK,19815,11.5,24.5
Nowata OK,10218,11.3,24.5
Union KY,14505,11.2,24.5
Caddo OK,28977,11,24.5
Woodruff AR,6490,10.9,24.5
Tyler WV,8746,10.9,24.5
Berkeley WV,117123,10.9,24.5
Emanuel GA,22612,10.8,24.5
Cross AR,16676,10.5,24.5
Howell MO,40076,10.4,24.5
Greer OK,5821,10.1,24.5
Lawrence AR,16434,10.1,24.5
Tattnall GA,25391,10,24.5
Jefferson Davis LA,31582,9.9,24.5
Morrow OH,35112,9.8,24.5
Stewart GA,6199,9.7,24.5
Somerset ME,50592,11.9,24.4
Bullock AL,10138,11.8,24.4
Chickasaw MS,17171,11,24.4
Preston WV,33839,11,24.4
Duplin NC,58856,10.9,24.4
Adams MS,31192,10.8,24.4
Doddridge WV,8406,10.7,24.4
Muskingum OH,86183,10.5,24.4
Stewart TN,13561,10.4,24.4
Sussex VA,11237,10.4,24.4
Buckingham VA,16999,10.3,24.4
Charlton GA,12968,10.2,24.4
Russell VA,26748,10.1,24.4
Richland OH,121099,9.6,24.4
Mercer WV,59131,12,24.3
Kemper MS,10027,11.4,24.3
Johnston OK,10949,11.3,24.3
Baraga MI,8320,11.2,24.3
Logan KY,26989,11,24.3
DeKalb AL,71385,11,24.3
Calhoun MS,14436,10.8,24.3
St. Louis City MO,302838,10.8,24.3
Miller AR,43592,10.5,24.3
Sevier TN,97892,10.5,24.3
Jeff Davis GA,15029,10.5,24.3
Bacon GA,11185,10.4,24.3
Benton IN,8653,10.4,24.3
Stoddard MO,29206,10.3,24.3
Logan AR,21737,10.1,24.3
Sabine LA,24032,10,24.3
Crowley CO,5858,9.2,24.3
Coahoma MS,22628,12.3,24.2
Rowan KY,24583,11.7,24.2
Henderson KY,45591,11.1,24.2
Harrison KY,18778,10.9,24.2
Walthall MS,14465,10.9,24.2
Perry MS,11931,10.5,24.2
Nottoway VA,15420,10.4,24.2
Laclede MO,35713,10.4,24.2
Lyman SD,3821,10.3,24.2
Lawrence MO,38359,10.2,24.2
Greene AR,45325,10,24.2
Tazewell VA,40855,9.9,24.2
Forest PA,7279,9.9,24.2
Logan OH,45358,9.7,24.2
Wilcox AL,10627,12.5,24.1
Edgecombe NC,52005,11.6,24.1
Crisp GA,22601,11.1,24.1
Panola MS,34178,11,24.1
Jefferson OK,6123,11,24.1
Ashley AR,20046,10.7,24.1
Anson NC,24877,10.7,24.1
Randolph IN,24851,10.5,24.1
Calhoun AR,5277,10.4,24.1
Blackford IN,11930,10.4,24.1
Dade MO,7569,10.3,24.1
Carter MO,6054,10.3,24.1
Johnson GA,9708,10.1,24.1
Sevier AR,17139,9.9,24.1
Apache AZ,71818,15.3,24
Hopkins KY,45068,11.4,24
Taylor GA,8039,11.2,24
Mitchell GA,22192,10.9,24
Graves KY,37317,10.8,24
Kanawha WV,180454,10.6,24
Howard AR,13341,10.6,24
Giles TN,29503,10.6,24
Greene IN,32006,10.4,24
Glascock GA,2995,10.4,24
Lunenburg VA,12086,10.4,24
Martin IN,10217,10.3,24
Fayette IL,21416,10.3,24
Tishomingo MS,19454,10.1,24
Alcorn MS,36925,9.9,24
Yell AR,21535,9.8,24
Beauregard LA,37253,9.6,24
Washington MS,45063,11.7,23.9
Twiggs GA,8188,11.1,23.9
Carroll TN,28020,10.9,23.9
Weakley TN,33415,10.8,23.9
Hempstead AR,21741,10.7,23.9
Nevada AR,8326,10.6,23.9
Luce MI,6283,10.6,23.9
Jefferson TN,54012,10.4,23.9
Butts GA,24193,10.3,23.9
Morgan IN,70116,10.2,23.9
Cedar MO,14165,10.2,23.9
Hot Spring AR,33701,10,23.9
Rapides LA,130562,9.8,23.9
Glades FL,13724,9.1,23.9
Randolph GA,6833,11.9,23.8
Monroe AL,21067,11.7,23.8
Conecuh AL,12277,11.6,23.8
Cabell WV,93224,11.2,23.8
Boyd KY,47240,11,23.8
Mason KY,17150,10.9,23.8
Garrard KY,17560,10.9,23.8
Geneva AL,26314,10.9,23.8
Branch MI,43622,10.8,23.8
Muskegon MI,173588,10.8,23.8
Wayne IN,65936,10.7,23.8
Audrain MO,25473,10.4,23.8
Knox IN,36895,10.4,23.8
Cheatham TN,40439,10.2,23.8
Schuyler MO,4599,10.1,23.8
Caldwell NC,82029,10.1,23.8
Harrison MO,8414,10.1,23.8
Gilchrist FL,18256,9.6,23.8
Dallas AL,38310,12.3,23.7
Greenbrier WV,34786,11.2,23.7
Pottawatomie OK,72679,11.2,23.7
Jefferson AR,68114,11.2,23.7
Rosebud MT,9063,10.9,23.7
Hancock KY,8758,10.8,23.7
Howard IN,82366,10.5,23.7
Bradley AR,10897,10.5,23.7
Coffee TN,55700,10.5,23.7
Buena Vista VA,6237,10.5,23.7
Henry IN,48271,10.3,23.7
Irwin GA,9398,10.3,23.7
Norton VA,3968,10.3,23.7
Iberville LA,32721,10.2,23.7
Randolph MO,24763,10,23.7
Cumberland TN,59673,10,23.7
Lincoln MO,57686,10,23.7
Perry IN,19102,10,23.7
Brown OH,43602,10,23.7
Vernon LA,48860,9.1,23.7
Orleans NY,40612,11.7,23.6
Crittenden AR,48342,11.3,23.6
Ouachita AR,23606,11.2,23.6
Clay AL,13275,11,23.6
Livingston KY,9242,11,23.6
Missaukee MI,15113,10.8,23.6
McLean KY,9252,10.8,23.6
Bradley TN,106727,10.7,23.6
Chester TN,17276,10.7,23.6
Chesterfield SC,45754,10.6,23.6
Appling GA,18507,10.5,23.6
Jasper GA,14040,10.4,23.6
Pulaski IN,12469,10.3,23.6
Graham NC,8484,10.3,23.6
Fountain IN,16351,10.2,23.6
Montgomery AR,8924,10.2,23.6
Charles Mix SD,9338,10.2,23.6
Cleveland AR,8018,10.1,23.6
Daviess MO,8313,10,23.6
Tangipahoa LA,133777,10,23.6
Columbia FL,70503,9.8,23.6
Crawford OH,41550,9.8,23.6
Pike MO,18504,9.7,23.6
Carroll OH,27081,9.7,23.6
Washington OH,60155,9.5,23.6
Seneca OH,55207,9.5,23.6
Cameron LA,6968,9.3,23.6
Wayne MI,1753893,12.5,23.5
Vance NC,44582,11.5,23.5
Wood WV,84203,11.2,23.5
Ogemaw MI,20952,11.1,23.5
Bryan OK,47192,11,23.5
Grant IN,65936,10.9,23.5
Pawnee OK,16390,10.8,23.5
Walker AL,63711,10.7,23.5
Caldwell KY,12715,10.7,23.5
Covington MS,18853,10.6,23.5
Clay IN,26170,10.2,23.5
Perry AR,10352,10.2,23.5
Pike AR,10673,10.1,23.5
Pettis MO,42542,9.9,23.5
Madison OH,44413,9.4,23.5
Noble OH,14354,9.3,23.5
Washington NY,61197,11.6,23.4
Pulaski IL,5463,11.2,23.4
Burke GA,22423,11.1,23.4
Bladen NC,33190,11.1,23.4
Lee SC,17142,11,23.4
Bourbon KY,20184,10.9,23.4
Tucker WV,6955,10.9,23.4
Vigo IN,107386,10.4,23.4
Franklin TN,41890,10.4,23.4
Union IN,7037,10.3,23.4
Madison MO,12188,10.2,23.4
Robertson TN,71012,10.2,23.4
Fulton IN,20092,10.2,23.4
Vermillion IN,15479,10.2,23.4
Barry MO,35886,10.1,23.4
Marion AR,16722,10,23.4
Hardin OH,31480,10,23.4
Independence AR,37678,9.9,23.4
Vermilion LA,59830,9.8,23.4
Levy FL,40770,9.8,23.4
Suwannee FL,44191,9.5,23.4
Hendry FL,41556,9.4,23.4
Latimer OK,10231,11.4,23.3
Herkimer NY,61833,11.4,23.3
Chippewa MI,37517,11.3,23.3
Schoolcraft MI,8068,11.2,23.3
Taliaferro GA,1608,11.1,23.3
Arenac MI,15041,11,23.3
Wexford MI,33466,10.8,23.3
Simpson KY,18529,10.8,23.3
Winston AL,23660,10.8,23.3
Hopewell VA,22596,10.7,23.3
Putnam TN,78843,10.4,23.3
Lawrence IN,45668,10.4,23.3
Wyandotte KS,165324,10.4,23.3
Cass IN,37955,10.3,23.3
Pike IN,12410,10.3,23.3
Moore TN,6411,10.2,23.3
Barton MO,11798,10.2,23.3
Miller MO,25336,10.1,23.3
Murray GA,39921,10,23.3
Echols GA,4000,9.9,23.3
Ouachita LA,154475,9.9,23.3
Union LA,22330,9.7,23.3
Wilcox GA,8812,9.7,23.3
Pulaski KY,64623,11.3,23.2
Lawrence AL,32957,11.1,23.2
Taylor KY,25549,11.1,23.2
Evans GA,10721,10.8,23.2
Sampson NC,63626,10.8,23.2
St. Joseph MI,61043,10.8,23.2
Mercer KY,21774,10.8,23.2
Jones NC,9637,10.8,23.2
Arkansas AR,17769,10.7,23.2
Dooly GA,13706,10.5,23.2
Franklin IL,38701,10.4,23.2
Henry VA,50953,10.4,23.2
Gallatin IL,5058,10.4,23.2
Sebastian AR,127753,10.2,23.2
Conway AR,20891,10.1,23.2
Henry MO,21792,10.1,23.2
Lawrence IL,15765,9.9,23.2
Smyth VA,30472,9.9,23.2
Page VA,23933,9.8,23.2
Bates MO,16320,9.8,23.2
Allen OH,102663,9.7,23.2
Shelby OH,48627,9.6,23.2
Tuscarawas OH,92176,9.6,23.2
Williams OH,36804,9.6,23.2
Pickaway OH,58086,9.5,23.2
Greene MS,13586,9.4,23.2
Hardee FL,27245,9.3,23.2
Marion WV,56097,11.2,23.1
Sullivan NY,75498,11.2,23.1
Oscoda MI,8276,11.1,23.1
Talladega AL,79828,11.1,23.1
Hillsdale MI,45749,10.9,23.1
Ballard KY,7979,10.8,23.1
Hoke NC,54764,10.7,23.1
Sullivan TN,157668,10.7,23.1
Saline IL,23906,10.6,23.1
Newton MS,21443,10.6,23.1
Jefferson IN,32208,10.5,23.1
Lucas OH,429899,10.4,23.1
Chester SC,32251,10.4,23.1
Polk AR,20049,10.3,23.1
Anderson TN,76482,10.2,23.1
Coffee GA,43093,10.2,23.1
Webster MS,9788,10,23.1
Itawamba MS,23517,10,23.1
Van Buren AR,16603,10,23.1
Harrison IN,40350,10,23.1
Perry IL,21174,10,23.1
Union MS,28606,9.9,23.1
George MS,24250,9.7,23.1
Mille Lacs MN,26139,9.2,23.1
San Juan NM,125043,11.9,23
Terrell GA,8611,11.4,23
Tunica MS,9944,11.4,23
Jefferson Davis MS,11234,11.3,23
Hancock WV,29094,11.1,23
Gladwin MI,25337,10.9,23
Osage OK,47014,10.9,23
Mifflin PA,46222,10.9,23
Mineral WV,26940,10.9,23
Cotton OK,5776,10.8,23
Winston MS,18165,10.8,23
Charlotte VA,11938,10.6,23
Ionia MI,64210,10.5,23
Colquitt GA,45592,10.5,23
Yakutat AK,604,10.5,23
Laurens GA,47325,10.4,23
Wayne GA,29808,10.3,23
Stone MS,18717,10.3,23
Wilkes NC,68557,10.3,23
Shelby IN,44593,10.1,23
Pontotoc MS,31833,10,23
Hyde NC,5230,10,23
Boone AR,37480,9.9,23
Randolph IL,32106,9.9,23
Alexander NC,37353,9.8,23
Preble OH,40997,9.6,23
Petersburg VA,31567,11.9,22.9
Fulton NY,53591,11.9,22.9
Delaware OK,42733,11.5,22.9
Washington NC,11859,11.4,22.9
Washington AL,16378,11.2,22.9
Northampton NC,19676,11.2,22.9
Jefferson GA,15430,11.1,22.9
Lenoir NC,55976,11,22.9
Lafayette AR,6682,10.9,22.9
Coosa AL,10715,10.9,22.9
Sanilac MI,41182,10.8,22.9
Columbia AR,23537,10.8,22.9
Ben Hill GA,16787,10.8,22.9
Gratiot MI,40599,10.7,22.9
Brunswick VA,16384,10.6,22.9
Cleburne AL,14987,10.5,22.9
Alleghany NC,11161,10.3,22.9
Hickory MO,9509,10.2,22.9
White AR,78727,10.2,22.9
Carroll MO,8743,10.1,22.9
Noble IN,47532,10,22.9
St. Clair MO,9395,10,22.9
Grayson VA,15631,9.9,22.9
Crawford AR,63406,9.9,22.9
Clark MO,6842,9.9,22.9
Scott VA,21534,9.8,22.9
West Feliciana LA,15460,8.7,22.9
Clarke AL,23920,11.4,22.8
Bertie NC,19026,11.2,22.8
Harrison WV,67554,11,22.8
Clark KY,36249,10.8,22.8
Morgan WV,17787,10.8,22.8
Chilton AL,44153,10.7,22.8
Kiowa OK,8729,10.7,22.8
Woodson KS,3183,10.5,22.8
Toombs GA,26887,10.5,22.8
Cook GA,17162,10.4,22.8
Little River AR,12326,10.4,22.8
Hill MT,16347,10.3,22.8
Marshall IN,46248,10.2,22.8
Lanier GA,10340,10.1,22.8
Jones MS,68461,10,22.8
Caldwell MO,9108,10,22.8
Newton AR,7805,9.9,22.8
Monroe MO,8664,9.8,22.8
Clinton OH,42057,9.8,22.8
Paulding OH,18760,9.7,22.8
Banks GA,18988,9.7,22.8
Toole MT,4853,9.7,22.8
